year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2023,AMC 8,,11,2023 AMC 8 Problem 11,"NASA’s Perseverance Rover was launched on July 30, 2020. After traveling 292,526,838 miles, it landed on Mars in Jezero Crater about 6.5 months later. Which of the following is closest to the Rover’s average interplanetary speed in miles per hour? (A) 6,000 (B) 12,000 (C) 60,000 (D) 120,000 (E) 600,000",C,算术与数感,估算与取整,估算与取整;平均数;速度,先控制数量级，再按题意选择最接近值或取整。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,12,2023 AMC 8 Problem 12,The figure below shows a large white circle with a number of smaller white and shaded circles in its interior. What fraction of the interior of the large white circle is shaded? [图形] (A) (1)/(4) (B) (11)/(36) (C) (1)/(3) (D) (19)/(36) (E) (5)/(9),B,几何与测量,圆,圆;AMC 8,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,13,2023 AMC 8 Problem 13,"Along the route of a bicycle race, 7 water stations are evenly spaced between the start and finish lines, as shown in the figure below. There are also 2 repair stations evenly spaced between the start and finish lines. The 3 rd water station is located 2 miles after the 1 st repair station. How long is the race in miles? [图形] (A) 8 (B) 16 (C) 24 (D) 48 (E) 96",D,几何与测量,路径与距离,路径与距离;AMC 8,把路线分段并比较或累加各段距离。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,14,2023 AMC 8 Problem 14,"Nicolas is planning to send a package to his friend Anton, who is a stamp collector. To pay for the postage, Nicolas would like to cover the package with a large number of stamps. Suppose he has a collection of 5 -cent, 10 -cent, and 25 -cent stamps, with exactly 20 of each type. What is the greatest number of stamps Nicolas can use to make exactly 7.10 in postage? (Note: The amount 7.10 corresponds to 7 dollars and 10 cents. One dollar is worth 100 cents.) (A) 45 (B) 46 (C) 51 (D) 54 (E) 55",E,组合数学,构造,构造;AMC 8,先找必要限制，再构造达到限制的可行方案。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,15,2023 AMC 8 Problem 15,"Viswam walks half a mile to get to school each day. His route consists of 10 city blocks of equal length and he takes 1 minute to walk each block. Today, after walking 5 blocks, Viswam discovers he has to make a detour, walking 3 blocks of equal length instead of 1 block to reach the next corner. From the time he starts his detour, at what speed, in mph, must he walk, in order to get to school at his usual time? [图形] (A) 4 (B) 4.2 (C) 4.5 (D) 4.8 (E) 5",B,算术与数感,应用题,应用题;速度,提取数量、速度、时间或费用关系并分步计算。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,16,2023 AMC 8 Problem 16,"The letters P, Q, and R are entered into a 20×20 table according to the pattern shown below. How many P s, Q s, and R s will appear in the completed table? [图形] (A) 132 Ps, 134 Qs, 134 Rs (B) 133 Ps, 133 Qs, 134 Rs (C) 133 Ps, 134 Qs, 133 Rs (D) 134 Ps, 132 Qs, 134 Rs (E) 134 Ps, 133 Qs, 133 Rs",C,代数,模式规律,模式规律;AMC 8,从重复或递推结构中确定周期和增长规律。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,17,2023 AMC 8 Problem 17,A regular octahedron has eight equilateral triangle faces with four faces meeting at each vertex. Jun will make the regular octahedron shown on the right by folding the piece of paper shown on the left. Which numbered face will end up to the right of Q? [图形] (A) 1 (B) 2 (C) 3 (D) 4 (E) 5,A,几何与测量,空间几何,空间几何;三角形,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,18,2023 AMC 8 Problem 18,"Greta Grasshopper sits on a long line of lily pads in a pond. From any lily pad, Greta can jump 5 pads to the right or 3 pads to the left. What is the fewest number of jumps Greta must make to reach the lily pad located 2023 pads to the right of her starting point? (A) 405 (B) 407 (C) 409 (D) 411 (E) 413",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,19,2023 AMC 8 Problem 19,"An equilateral triangle is placed inside a larger equilateral triangle so that the region between them can be divided into three congruent trapezoids, as shown below. The side length of the inner triangle is 23 the side length of the larger triangle. What is the ratio of the area of one trapezoid to the area of the inner triangle? [图形] (A) 1: 3 (B) 3: 8 (C) 5: 12 (D) 7: 16 (E) 4: 9",C,几何与测量,三角形,三角形;比例;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,20,2023 AMC 8 Problem 20,"Two integers are inserted into the list 3,3,8,11,28 to double its range. The mode and median remain unchanged. What is the maximum possible sum of the two additional numbers? (A) 56 (B) 57 (C) 58 (D) 60 (E) 61",D,概率与统计,中位数,中位数;AMC 8,先排序并确定中间位置，再结合其他统计量约束。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,21,2023 AMC 8 Problem 21,"Alina writes the numbers 1, 2,..., 9 on separate cards, one number per card. She wishes to divide the cards into 3 groups of 3 cards so that the sum of the numbers in each group will be the same. In how many ways can this be done? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",C,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,22,2023 AMC 8 Problem 22,"In a sequence of positive integers, each term after the second is the product of the previous two terms. The sixth term is 4000. What is the first term? (A) 1 (B) 2 (C) 4 (D) 5 (E) 10",D,代数,数列,数列;AMC 8,识别相邻项或项号之间的规律，再求指定项或总和。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,23,2023 AMC 8 Problem 23,Each square in a 3 × 3 grid is randomly filled with one of the 4 gray and white tiles shown below on the right. [图形] What is the probability that the tiling will contain a large gray diamond in one of the smaller 2 × 2 grids? Below is an example of such tiling. [图形] (A) (1)/(1024) (B) (1)/(256) (C) (1)/(64) (D) (1)/(16) (E) (1)/(4),C,概率与统计,概率,概率;正方形;网格,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,24,2023 AMC 8 Problem 24,"Isosceles triangle ABC has equal side lengths AB and BC. In the figures below, segments are drawn parallel to AC so that the shaded portions of triangle ABC have the same area. The heights of the two unshaded portions are 11 and 5 units, respectively. What is the height h of triangle ABC? [图形] (A) 14.6 (B) 14.8 (C) 15 (D) 15.2 (E) 15.4",A,几何与测量,三角形,三角形;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,25,2023 AMC 8 Problem 25,"Fifteen integers a_1, a_2, a_3,..., a_15 are arranged in order on a number line. The integers are equally spaced and have the property that 1 ≤ a_1 ≤ 10, 13 ≤ a_2 ≤ 20, and 241 ≤ a_15≤ 250. What is the sum of digits of a_14? (A) 8 (B) 9 (C) 10 (D) 11 (E) 12",A,代数,数列,数列;数字;排列,识别相邻项或项号之间的规律，再求指定项或总和。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
