year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2015,AMC 10,B,2,2015 AMC 10B Problem 2,Marie does three equally time-consuming tasks in a row without taking breaks. She begins the first task at 1:00 PM and finishes the second task at 2:40 PM. When does she finish the third task? (A) 3:10 PM (B) 3:30 PM (C) 4:00 PM (D) 4:10 PM (E) 4:30 PM,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,3,2015 AMC 10B Problem 3,"Isaac has written down one integer two times and another integer three times. The sum of the five numbers is 100, and one of the numbers is 28. What is the other number? (A) 8 (B) 11 (C) 14 (D) 15 (E) 18",,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2015,AMC 10,B,4,2015 AMC 10B Problem 4,"Four siblings ordered an extra large pizza. Alex ate 1 , Beth 1 , and Cyril 1 of the pizza. Dan got 5 3 4 the leftovers. What is the sequence of the siblings in decreasing order of the part of pizza they consumed? (A) Alex, Beth, Cyril, Dan (B) Beth, Cyril, Alex, Dan (C) Beth, Cyril, Dan, Alex (D) Beth, Dan, Cyril, Alex (E) Dan, Beth, Cyril, Alex",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2015,AMC 10,B,5,2015 AMC 10B Problem 5,"David, Hikmet, Jack, Marta, Rand, and Todd were in a 12-person race with 6 other people. Rand finished 6 places ahead of Hikmet. Marta finished 1 place behind Jack. David finished 2 places behind Hikmet. Jack finished 2 places behind Todd. Todd finished 1 place behind Rand. Marta finished in 6th place. Who finished in 8th place? (A) David (B) Hikmet (C) Jack (D) Rand (E) Todd",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,6,2015 AMC 10B Problem 6,"Marley practices exactly one sport each day of the week. She runs three days a week but never on two consecutive days. On Monday she plays basketball and two days later golf. She swims and plays tennis, but she never plays tennis the day after running or swimming. Which day of the week does Marley swim? (A) Sunday (B) Tuesday (C) Thursday (D) Friday (E) Saturday",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,7,2015 AMC 10B Problem 7,"Consider the operation ”minus the reciprocal of,” defined by a ⋄ b = a − 1 . What is ((1 ⋄ 2) ⋄ 3) − b (1 ⋄ (2 ⋄ 3))? 7 1 1 7 (A) − (B) − (C) 0 (D) (E) 30 6 6 30",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,8,2015 AMC 10B Problem 8,"The letter F shown below is rotated 90◦ clockwise around the origin, then reflected in the y-axis, and then rotated a half turn around the origin. What is the final image? y x y y y (A) x (B) x (C) x y y (D) x (E) x",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,题面包含图形；自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,9,2015 AMC 10B Problem 9,"The shaded region below is called a shark’s fin falcata, a figure studied by Leonardo da Vinci. It is bounded by the portion of the circle of radius 3 and center (0, 0) that lies in the first quadrant, the portion of the circle with radius 3 and center (0, 3 ) that lies in the first quadrant, and the line 2 2 segment from (0, 0) to (3, 0). What is the area of the shark’s fin falcata? y 3 3 2 3 x 4π 9π 4π 7π 3π (A) (B) (C) (D) (E) 5 8 3 5 2",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
2015,AMC 10,B,10,2015 AMC 10B Problem 10,What are the sign and units digit of the product of all the odd negative integers strictly greater than −2015? (A) It is a negative number ending with a 1. (B) It is a positive number ending with a 1. (C) It is a negative number ending with a 5. (D) It is a positive number ending with a 5. (E) It is a negative number ending with a 0.,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2015,AMC 10,B,11,2015 AMC 10B Problem 11,"Among the positive integers less than 100, each of whose digits is a prime number, one is se- lected at random. What is the probablility that the selected number is prime? 8 2 9 1 9 (A) (B) (C) (D) (E) 99 5 20 2 16",,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2015,AMC 10,B,12,2015 AMC 10B Problem 12,"For how many integers x is the point (x, −x) inside or on the circle of radius 10 centered at (5, 5)? (A) 11 (B) 12 (C) 13 (D) 14 (E) 15",,几何,坐标几何,坐标;几何,建立坐标或使用距离、斜率、面积公式求解。,
2015,AMC 10,B,13,2015 AMC 10B Problem 13,The line 12x + 5y = 60 forms a triangle with the coordinate axes. What is the sum of the lengths of the altitudes of this triangle? 360 107 43 281 (A) 20 (B) (C) (D) (E) 17 5 2 13,,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2015,AMC 10,B,14,2015 AMC 10B Problem 14,"Let a, b, and c be three distinct one-digit numbers. What is the maximum value of the sum of the roots of the equation (x − a)(x − b) + (x − b)(x − c) = 0? (A) 15 (B) 15.5 (C) 16 (D) 16.5 (E) 17",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2015,AMC 10,B,15,2015 AMC 10B Problem 15,"The town of Hamlet has 3 people for each horse, 4 sheep for each cow, and 3 ducks for each person. Which of the following could not possibly be the total number of people, horses, sheep, cows, and ducks in Hamlet? (A) 41 (B) 47 (C) 59 (D) 61 (E) 66",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,16,2015 AMC 10B Problem 16,"Al, Bill, and Cal will each randomly be assigned a whole number from 1 to 10, inclusive, with no two of them getting the same number. What is the probability that Al’s number will be a whole number multiple of Bill’s and Bill’s number will be a whole number multiple of Cal’s? 9 1 1 1 2 (A) (B) (C) (D) (E) 1000 90 80 72 121",,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2015,AMC 10,B,17,2015 AMC 10B Problem 17,"The centers of the faces of the right rectangular prism shown below are joined to create an octahedron, What is the volume of the octahedron? 75 √ (A) (B) 10 (C) 12 (D) 10 2 (E) 15 12",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,题面包含图形
2015,AMC 10,B,18,2015 AMC 10B Problem 18,Johann has 64 fair coins. He flips all the coins. Any coin that lands on tails is tossed again. Coins that land on tails on the second toss are tossed a third time. What is the expected number of coins that are now heads? (A) 32 (B) 40 (C) 48 (D) 56 (E) 64,,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2015,AMC 10,B,19,2015 AMC 10B Problem 19,"In △ABC, ∠C = 90◦ and AB = 12. Squares ABXY and ACW Z are constructed outside of the triangle. The points X, Y, Z, and W lie on a circle. What is the perimeter of the triangle? √ √ √ (A) 12 + 9 3 (B) 18 + 6 3 (C) 12 + 12 2 (D) 30 (E) 32",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2015,AMC 10,B,20,2015 AMC 10B Problem 20,Erin the ant starts at a given corner of a cube and crawls along exactly 7 edges in such a way that she visits every corner exactly once and then finds that she is unable to return along an edge to her starting point. How many paths are there meeting these conditions? (A) 6 (B) 9 (C) 12 (D) 18 (E) 24,,组合数学,图形计数,网格;计数,把图形限制转化为状态或结构计数。,
2015,AMC 10,B,21,2015 AMC 10B Problem 21,"Cozy the Cat and Dash the Dog are going up a staircase with a certain number of steps. However, instead of walking up the steps one at a time, both Cozy and Dash jump. Cozy goes two steps up with each jump (though if necessary, he will just jump the last step). Dash goes five steps up with each jump (though if necessary, he will just jump the last steps if there are fewer than 5 steps left). Suppose the Dash takes 19 fewer jumps than Cozy to reach the top of the staircase. Let s denote the sum of all possible numbers of steps this staircase can have. What is the sum of the digits of s? (A) 9 (B) 11 (C) 12 (D) 13 (E) 15",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2015,AMC 10,B,22,2015 AMC 10B Problem 22,"In the figure shown below, ABCDE is a regular pentagon and AG = 1. What is F G + J H + CD? A F G E B J H I D C √ √ √ 5 + 2 5 √ 11 + 11 5 (A) 3 (B) 12 − 4 5 (C) (D) 1 + 5 (E) 3 10",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,题面包含图形；自动分类依据较弱，按代数主线暂归类
2015,AMC 10,B,23,2015 AMC 10B Problem 23,Let n be a positive integer greater than 4 such that the decimal representation of n! ends in k zeros and the decimal representation of (2n)! ends in 3k zeros. Let s denote the sum of the four least possible values of n. What is the sum of the digits of s? (A) 7 (B) 8 (C) 9 (D) 10 (E) 11,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2015,AMC 10,B,24,2015 AMC 10B Problem 24,"Aaron the ant walks on the coordinate plane according to the following rules. He starts at the origin p = (0, 0) facing to the east and walks one unit, arriving at p = (1, 0). For n = 1, 2, 3, . . . , 0 1 right after arriving at the point p , if Aaron can turn 90◦ left and walk one unit to an unvisited n point p , he does that. Otherwise, he walks one unit straight ahead to reach p . Thus the n+1 n+1 sequence of points continues p = (1, 1), p = (0, 1), p = (−1, 1), p = (−1, 0), and so on in a 2 3 4 5 counterclockwise spiral pattern. What is p ? 2015 (A) (−22, −13) (B) (−13, −22) (C) (−13, 22) (D) (13, −22) (E) (22, −13)",,几何,坐标几何,坐标;几何,建立坐标或使用距离、斜率、面积公式求解。,
2015,AMC 10,B,25,2015 AMC 10B Problem 25,"A rectangular box measures a × b × c, where a, b, and c are integers and 1 ≤ a ≤ b ≤ c. The volume and surface area of the box are numerically equal. How many ordered triples (a, b, c) are possible? (A) 4 (B) 10 (C) 12 (D) 21 (E) 26 –",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
