year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2015,AMC 8,,17,2015 AMC 8 Problem 17,"Jeremy's father drives his son to school in rush hour traffic in 20 minutes. One day, there is no traffic, so his father can drive him 18 miles per hour faster and gets him to school in 12 minutes. How far in miles is it to school? (A) 4 (B) 6 (C) 8 (D) 9 (E) 12",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,18,2015 AMC 8 Problem 18,"An arithmetic sequence is a sequence in which each term after the first is obtained by adding a constant to the previous term. For example, 2,5,8,11,14 is an arithmetic sequence with five terms, in which the first term is 2 and the constant added is 3. Each row and each column in this 5×5 array is an arithmetic sequence with five terms. The square in the center is labelled X as shown. What is the value of X? [图形] (A) 21 (B) 31 (C) 36 (D) 40 (E) 42",B,代数,数列,数列;正方形,识别相邻项或项号之间的规律，再求指定项或总和。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,19,2015 AMC 8 Problem 19,"A triangle with vertices as A=(1,3), B=(5,1), and C=(4,4) is plotted on a 6×5 grid. What fraction of the grid is covered by the triangle? [图形] (A) (1)/(6) (B) (1)/(5) (C) (1)/(4) (D) (1)/(3) (E) (1)/(2)",A,几何与测量,坐标,坐标;三角形;网格,把图形条件转成坐标差、斜率、距离或面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,20,2015 AMC 8 Problem 20,"Ralph went to the store and bought 12 pairs of socks for a total of 24. Some of the socks he bought cost 1 a pair, some of the socks he bought cost 3 a pair, and some of the socks he bought cost 4 a pair. If he bought at least one pair of each type, how many pairs of 1 socks did Ralph buy? (A) 4 (B) 5 (C) 6 (D) 7 (E) 8",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,21,2015 AMC 8 Problem 21,"In the given figure hexagon ABCDEF is equiangular, ABJI and FEHG are squares with areas 18 and 32 respectively, triangle JBK is equilateral and FE=BC. What is the area of triangle KBC? [图形] (A) 6sqrt(2) (B) 9 (C) 12 (D) 9sqrt(2) (E) 32",C,几何与测量,三角形,三角形;正方形;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,22,2015 AMC 8 Problem 22,"On June 1, a group of students are standing in rows, with 15 students in each row. On June 2, the same group is standing with all of the students in one long row. On June 3, the same group is standing with just one student in each row. On June 4, the same group is standing with 6 students in each row. This process continues through June 12 with a different number of students per row each day. However, on June 13, they cannot find a new way of organizing the students. What is the smallest possible number of students in the group? (A) 21 (B) 30 (C) 60 (D) 90 (E) 1080",C,数论,因数与倍数,因数与倍数;AMC 8,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,23,2015 AMC 8 Problem 23,"Tom has twelve slips of paper which he wants to put into five cups labeled A, B, C, D, E. He wants the sum of the numbers on the slips in each cup to be an integer. Furthermore, he wants the five integers to be consecutive and increasing from A to E. The numbers on the papers are 2, 2, 2, 2.5, 2.5, 3, 3, 3, 3, 3.5, 4, and 4.5. If a slip with 2 goes into cup E and a slip with 3 goes into cup B, then the slip with 3.5 must go into what cup? (A) A (B) B (C) C (D) D (E) E",D,组合数学,构造,构造;AMC 8,先找必要限制，再构造达到限制的可行方案。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,24,2015 AMC 8 Problem 24,A baseball league consists of two four-team divisions. Each team plays every other team in its division N games. Each team plays every team in the other division M games with N>2M and M>4. Each team plays a 76 -game schedule. How many games does a team play within its own division? (A) 36 (B) 48 (C) 54 (D) 60 (E) 72,B,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,25,2015 AMC 8 Problem 25,One-inch squares are cut from the corners of this 5 inch square. What is the area in square inches of the largest square that can fit into the remaining space? [图形] (A) 9 (B) 12(1)/(2) (C) 15 (D) 15(1)/(2) (E) 17,C,几何与测量,面积,面积;正方形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,1,2016 AMC 8 Problem 1,The longest professional tennis match lasted a total of 11 hours and 5 minutes. How many minutes is that? (A) 605 (B) 655 (C) 665 (D) 1005 (E) 1105,C,算术与数感,单位换算,单位换算;AMC 8,先统一单位，再进行数量计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,2,2016 AMC 8 Problem 2,"In rectangle ABCD, AB=6 and AD=8. Point M is the midpoint of AD. What is the area of triangle AMC? [图形] (A) 12 (B) 15 (C) 18 (D) 20 (E) 24",A,几何与测量,面积,面积;三角形;矩形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,3,2016 AMC 8 Problem 3,"Four students take an exam. Three of their scores are 70, 80, and 90. If the average of their four scores is 70, then what is the remaining score? (A) 40 (B) 50 (C) 55 (D) 60 (E) 70",A,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,4,2016 AMC 8 Problem 4,"When Cheenu was a boy, he could run 15 miles in 3 hours and 30 minutes. As an old man, he can now walk 10 miles in 4 hours. How many minutes longer does it take for him to travel a mile now compared to when he was a boy? (A) 6 (B) 10 (C) 15 (D) 18 (E) 30",B,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,5,2016 AMC 8 Problem 5,"The number N is a two-digit number. • When N is divided by 9, the remainder is 1. • When N is divided by 10, the remainder is 3. What is the remainder when N is divided by 11? (A) 0 (B) 2 (C) 4 (D) 5 (E) 7",E,数论,余数,余数;数字,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,6,2016 AMC 8 Problem 6,The following bar graph represents the length (in letters) of the names of 19 people. What is the median length of these names? [图形] (A) 3 (B) 4 (C) 5 (D) 6 (E) 7,B,概率与统计,中位数,中位数;图表,先排序并确定中间位置，再结合其他统计量约束。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,7,2016 AMC 8 Problem 7,Which of the following numbers is not a perfect square? (A) 1^2016 (B) 2^2017 (C) 3^2018 (D) 4^2019 (E) 5^2020,B,数论,因数与倍数,因数与倍数;正方形,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,8,2016 AMC 8 Problem 8,Find the value of the expression: 100-98+96-94+92-90+...+8-6+4-2. (A) 20 (B) 40 (C) 50 (D) 80 (E) 100,C,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,9,2016 AMC 8 Problem 9,What is the sum of the distinct prime integer divisors of 2016? (A) 9 (B) 12 (C) 16 (D) 49 (E) 63,B,数论,质数,质数;AMC 8,用质数定义和质因数分解排除合数情形。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,10,2016 AMC 8 Problem 10,Suppose that a * b means 3a-b. What is the value of x if 2 * (5 * x)=1 (A) (1)/(10) (B) 2 (C) (10)/(3) (D) 10 (E) 14,D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,11,2016 AMC 8 Problem 11,"Determine how many two-digit numbers satisfy the following property: when the number is added to the number obtained by reversing its digits, the sum is 132. (A) 5 (B) 7 (C) 9 (D) 11 (E) 12",B,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,12,2016 AMC 8 Problem 12,Jefferson Middle School has the same number of boys and girls. (3)/(4) of the girls and (2)/(3) of the boys went on a field trip. What fraction of the students on the field trip were girls? (A) (1)/(2) (B) (9)/(17) (C) (7)/(13) (D) (2)/(3) (E) (14)/(15),B,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,13,2016 AMC 8 Problem 13,"Two different numbers are randomly selected from the set - 2, -1, 0, 3, 4, 5 and multiplied together. What is the probability that the product is 0? (A) (1)/(6) (B) (1)/(5) (C) (1)/(4) (D) (1)/(3) (E) (1)/(2)",D,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,14,2016 AMC 8 Problem 14,"Karl's car uses a gallon of gas every 35 miles, and his gas tank holds 14 gallons when it is full. One day, Karl started with a full tank of gas, drove 350 miles, bought 8 gallons of gas, and continued driving to his destination. When he arrived, his gas tank was half full. How many miles did Karl drive that day? (A) 525 (B) 560 (C) 595 (D) 665 (E) 735",A,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,15,2016 AMC 8 Problem 15,What is the largest power of 2 that is a divisor of 13^4 - 11^4? (A) 8 (B) 16 (C) 32 (D) 64 (E) 128,C,数论,因数与倍数,因数与倍数;AMC 8,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,16,2016 AMC 8 Problem 16,"Annie and Bonnie are running laps around a 400 -meter oval track. They started at the same time, at the same place, but Annie has pulled ahead because she runs 25% faster than Bonnie. How many laps will Annie have run when she first passes Bonnie? (A) 1(1)/(4) (B) 3(1)/(3) (C) 4 (D) 5 (E) 25",D,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,17,2016 AMC 8 Problem 17,"An ATM password at Fred's Bank is composed of four digits from 0 to 9, with repeated digits allowable. If no password may begin with the sequence 9,1,1, then how many passwords are possible? (A) 30 (B) 7290 (C) 9000 (D) 9990 (E) 9999",D,组合数学,计数,计数;数字;数列,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,18,2016 AMC 8 Problem 18,"In an All-Area track meet, 216 sprinters enter a 100- meter dash competition. The track has 6 lanes, so only 6 sprinters can compete at a time. At the end of each race, the five non-winners are eliminated, and the winner will compete again in a later race. How many races are needed to determine the champion sprinter? (A) 36 (B) 42 (C) 43 (D) 60 (E) 72",C,组合数学,计数,计数;面积,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,19,2016 AMC 8 Problem 19,"The sum of 25 consecutive even integers is 10,000. What is the largest of these 25 consecutive integers? (A) 360 (B) 388 (C) 412 (D) 416 (E) 424",E,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,20,2016 AMC 8 Problem 20,"The least common multiple of a and b is 12, and the least common multiple of b and c is 15. What is the least possible value of the least common multiple of a and c? (A) 20 (B) 30 (C) 60 (D) 120 (E) 180",A,数论,因数与倍数,因数与倍数;AMC 8,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,21,2016 AMC 8 Problem 21,"A top hat contains 3 red chips and 2 green chips. Chips are drawn randomly, one at a time without replacement, until all 3 of the reds are drawn or until both green chips are drawn. What is the probability that the 3 reds are drawn? (A) (3)/(10) (B) (2)/(5) (C) (1)/(2) (D) (3)/(5) (E) (7)/(10)",B,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,22,2016 AMC 8 Problem 22,"Rectangle DEFA below is a 3 × 4 rectangle with DC=CB=BA=1. What is the area of the ""bat wings"" (shaded region)? [图形] (A) 2 (B) 2 (1)/(2) (C) 3 (D) 3 (1)/(2) (E) 4",C,几何与测量,面积,面积;矩形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,23,2016 AMC 8 Problem 23,"Two congruent circles centered at points A and B each pass through the other circle's center. The line containing both A and B is extended to intersect the circles at points C and D. The circles intersect at two points, one of which is E. What is the degree measure of ∠ CED? (A) 90 (B) 105 (C) 120 (D) 135 (E) 150",C,几何与测量,角度,角度;圆,利用角和、平行线或圆中角关系建立角度等式。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,24,2016 AMC 8 Problem 24,"The digits 1, 2, 3, 4, and 5 are each used once to write a five-digit number PQRST. The three-digit number PQR is divisible by 4, the three-digit number QRS is divisible by 5, and the three-digit number RST is divisible by 3. What is P? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",A,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,25,2016 AMC 8 Problem 25,A semicircle is inscribed in an isosceles triangle with base 16 and height 15 so that the diameter of the semicircle is contained in the base of the triangle as shown. What is the radius of the semicircle? [图形] (A) 4 sqrt(3) (B) (120)/(17) (C) 10 (D) 17sqrt(2)2 (E) 17sqrt(3)2,B,几何与测量,圆,圆;三角形,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,1,2017 AMC 8 Problem 1,Which of the following values is the largest? (A) 2+0+1+7 (B) 2 × 0 +1+7 (C) 2+0 × 1 + 7 (D) 2+0+1 × 7 (E) 2 × 0 × 1 × 7,A,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,2,2017 AMC 8 Problem 2,"Alicia, Brenda, and Colby were the candidates in a recent election for student president. The pie chart below shows how the votes were distributed among the three candidates. If Brenda received 36 votes, then how many votes were cast all together? [图形] (A) 70 (B) 84 (C) 100 (D) 106 (E) 120",E,概率与统计,图表与数据,图表与数据;AMC 8,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,3,2017 AMC 8 Problem 3,What is the value of the expression 16 8sqrt(4)? (A) 4 (B) 4sqrt(2) (C) 8 (D) 8sqrt(2) (E) 16,C,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,4,2017 AMC 8 Problem 4,"When 0.000315 is multiplied by 7,928,564 the product is closest to which of the following? (A) 210 (B) 240 (C) 2100 (D) 2400 (E) 24000",D,算术与数感,估算与取整,估算与取整;AMC 8,先控制数量级，再按题意选择最接近值或取整。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,5,2017 AMC 8 Problem 5,What is the value of the expression (1 · 2 · 3 · 4 · 5 · 6 · 7 · 8)/(1+2+3+4+5+6+7+8)? (A) 1020 (B) 1120 (C) 1220 (D) 2240 (E) 3360,B,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,6,2017 AMC 8 Problem 6,"If the degree measures of the angles of a triangle are in the ratio 3:3:4, what is the degree measure of the largest angle of the triangle? (A) 18 (B) 36 (C) 60 (D) 72 (E) 90",D,几何与测量,角度,角度;三角形;比例,利用角和、平行线或圆中角关系建立角度等式。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,7,2017 AMC 8 Problem 7,"Let Z be a 6-digit positive integer, such as 247247, whose first three digits are the same as its last three digits taken in the same order. Which of the following numbers must also be a factor of Z? (A) 11 (B) 19 (C) 101 (D) 111 (E) 1111",A,数论,因数与倍数,因数与倍数;数字;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,8,2017 AMC 8 Problem 8,"Malcolm wants to visit Isabella after school today and knows the street where she lives but doesn't know her house number. She tells him, ""My house number has two digits, and exactly three of the following four statements about it are true."" (1) It is prime. (2) It is even (3) It is divisible by 7. (4) One of its digits is 9. This information allows Malcolm to determine Isabella's house number. What is its units digit? (A) 4 (B) 6 (C) 7 (D) 8 (E) 9",D,组合数学,分类讨论,分类讨论;数字;质数,按互斥情形拆分条件，分别求解后合并。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,9,2017 AMC 8 Problem 9,"All of Marcy's marbles are blue, red, green, or yellow. One third of her marbles are blue, one fourth of them are red, and six of them are green. What is the smallest number of yellow marbles? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",D,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,10,2017 AMC 8 Problem 10,"A box contains five cards, numbered 1, 2, 3, 4, and 5. Three cards are selected randomly without replacement from the box. What is the probability that 4 is the largest value selected? (A) (1)/(10) (B) (1)/(5) (C) (3)/(10) (D) (2)/(5) (E) (1)/(2)",C,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,11,2017 AMC 8 Problem 11,"A square-shaped floor is covered with congruent square tiles. If the total number of tiles that lie on the two diagonals is 37, how many tiles cover the floor? (A) 148 (B) 324 (C) 361 (D) 1296 (E) 1369",C,代数,方程,方程;正方形,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
