year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2018,AMC 8,,15,2018 AMC 8 Problem 15,"In the diagram below, a diameter of each of the two smaller circles is a radius of the larger circle. If the two smaller circles have a combined area of 1 square unit, then what is the area of the shaded region, in square units? [图形] (A) (1)/(4) (B) (1)/(3) (C) (1)/(2) (D) 1 (E) (π)/(2)",D,几何与测量,圆,圆;正方形;面积,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,16,2018 AMC 8 Problem 16,"Professor Chang has nine different language books lined up on a bookshelf: two Arabic, three German, and four Spanish. How many ways are there to arrange the nine books on the shelf keeping the Arabic books together and keeping the Spanish books together? (A) 1440 (B) 2880 (C) 5760 (D) 182,440 (E) 362,880",C,组合数学,排列组合,排列组合;排列,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,17,2018 AMC 8 Problem 17,"Bella begins to walk from her house toward her friend Ella's house. At the same time, Ella begins to ride her bicycle toward Bella's house. They each maintain a constant speed, and Ella rides 5 times as fast as Bella walks. The distance between their houses is 2 miles, which is 10,560 feet, and Bella covers 2 (1)/(2) feet with each step. How many steps will Bella take by the time she meets Ella? (A) 704 (B) 845 (C) 1056 (D) 1760 (E) 3520",A,代数,方程,方程;速度,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,18,2018 AMC 8 Problem 18,"How many positive factors does 23,232 have? (A) 9 (B) 12 (C) 28 (D) 36 (E) 42",E,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,19,2018 AMC 8 Problem 19,"In a sign pyramid a cell gets a ""+"" if the two cells below it have the same sign, and it gets a ""-"" if the two cells below it have different signs. The diagram below illustrates a sign pyramid with four levels. How many possible ways are there to fill the four cells in the bottom row to produce a ""+"" at the top of the pyramid? [图形] (A) 2 (B) 4 (C) 8 (D) 12 (E) 16",C,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,20,2018 AMC 8 Problem 20,"In triangle ABC, point E is on AB with AE=1 and EB=2. Point D is on AC so that DE ∥ BC and point F is on BC so that EF ∥ AC. What is the ratio of the area of CDEF to the area of triangle ABC? [图形] (A) (4)/(9) (B) (1)/(2) (C) (5)/(9) (D) (3)/(5) (E) (2)/(3)",A,几何与测量,三角形,三角形;比例;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,21,2018 AMC 8 Problem 21,"How many positive three-digit integers have a remainder of 2 when divided by 6, a remainder of 5 when divided by 9, and a remainder of 7 when divided by 11? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",E,数论,余数,余数;数字,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,22,2018 AMC 8 Problem 22,"Point E is the midpoint of side CD in square ABCD, and BE meets diagonal AC at F. The area of quadrilateral AFED is 45. What is the area of ABCD? [图形] (A) 100 (B) 108 (C) 120 (D) 135 (E) 144",B,几何与测量,面积,面积;正方形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,23,2018 AMC 8 Problem 23,"From a regular octagon, a triangle is formed by connecting three randomly chosen vertices of the octagon. What is the probability that at least one of the sides of the triangle is also a side of the octagon? [图形] (A) (2)/(7) (B) (5)/(42) (C) (11)/(14) (D) (5)/(7) (E) (6)/(7)",D,概率与统计,概率,概率;三角形,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,24,2018 AMC 8 Problem 24,"In the cube ABCDEFGH with opposite vertices C and E, J and I are the midpoints of edges FB and HD, respectively. Let R be the ratio of the area of the cross-section EJCI to the area of one of the faces of the cube. What is R^2? [图形] (A) (5)/(4) (B) (4)/(3) (C) (3)/(2) (D) (25)/(16) (E) (9)/(4)",C,几何与测量,空间几何,空间几何;立方体;比例;面积,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,25,2018 AMC 8 Problem 25,"How many perfect cubes lie between 2^8+1 and 2^18+1, inclusive? (A) 4 (B) 9 (C) 10 (D) 57 (E) 58",E,数论,因数与倍数,因数与倍数;立方体,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
