year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2019,AMC 8,,11,2019 AMC 8 Problem 11,"The eighth grade class at Lincoln Middle School has 93 students. Each student takes a math class, a foreign language class, or both. There are 70 eighth graders taking a math class, and there are 54 eighth graders taking a foreign language class. How many eighth graders take only a math class and not a foreign language class? (A) 16 (B) 23 (C) 31 (D) 39 (E) 70",D,组合数学,容斥,容斥;AMC 8,用总数减重复或用集合交并关系计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,12,2019 AMC 8 Problem 12,"The faces of a cube are painted in six different colors: red (R), white (W), green (G), brown [B], aqua [A], and purple (P). Three views of the cube are shown below. What is the color of the face opposite the aqua face? [图形] (A) red (B) white (C) green (D) brown (E) purple",A,几何与测量,空间几何,空间几何;立方体,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,13,2019 AMC 8 Problem 13,"A palindrome is a number that has the same value when read from left to right or from right to left. (For example, 12321 is a palindrome.) Let N be the least three-digit integer which is not a palindrome but which is the sum of three distinct two-digit palindromes. What is the sum of the digits of N? (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",A,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,14,2019 AMC 8 Problem 14,"Isabella has 6 coupons that can be redeemed for free ice cream cones at Pete's Sweet Treats. In order to make the coupons last, she decides that she will redeem one every 10 days until she has used them all. She knows that Pete's is closed on Sundays, but as she circles the 6 dates on her calendar, she realizes that no circled date falls on a Sunday. On what day of the week does Isabella redeem her first coupon? (A) Monday (B) Tuesday (C) Wednesday (D) Thursday (E) Friday",C,数论,余数,余数;圆,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,15,2019 AMC 8 Problem 15,"On a beach, 50 people are wearing sunglasses and 35 people are wearing caps. Some people are wearing both sunglasses and caps. If one of the people wearing a cap is selected at random, the probability that this person is also wearing sunglasses is (2)/(5). If instead, someone wearing sunglasses is selected at random, what is the probability that this person is also wearing a cap? (A) (14)/(85) (B) (7)/(25) (C) (2)/(5) (D) (4)/(7) (E) (7)/(10)",B,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,16,2019 AMC 8 Problem 16,Qiang drives 15 miles at an average speed of 30 miles per hour. How many additional miles will he have to drive at 55 miles per hour to average 50 miles per hour for the entire trip? (A) 45 (B) 62 (C) 90 (D) 110 (E) 135,D,代数,方程,方程;平均数;速度,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,17,2019 AMC 8 Problem 17,What is the value of the product ((1·3)/(2·2))((2·4)/(3·3))((3·5)/(4·4))...((97·99)/(98·98))((98·100)/(99·99))? (A) (1)/(2) (B) (50)/(99) (C) (9800)/(9801) (D) (100)/(99) (E) 50,B,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,18,2019 AMC 8 Problem 18,"The faces of each of two fair dice are numbered 1, 2, 3, 5, 7, and 8. When the two dice are tossed, what is the probability that their sum will be an even number? (A) (4)/(9) (B) (1)/(2) (C) (5)/(9) (D) (3)/(5) (E) (2)/(3)",C,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,19,2019 AMC 8 Problem 19,"In a tournament there are six teams that play each other twice. A team earns 3 points for a win, 1 point for a draw, and 0 points for a loss. After all the games have been played it turns out that the top three teams earned the same number of total points. What is the greatest possible number of total points for each of the top three teams? (A) 22 (B) 23 (C) 24 (D) 26 (E) 30",C,组合数学,分类讨论,分类讨论;AMC 8,按互斥情形拆分条件，分别求解后合并。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,20,2019 AMC 8 Problem 20,How many different real numbers x satisfy the equation (x^2-5)^2=16? (A) 0 (B) 1 (C) 2 (D) 4 (E) 8,D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,21,2019 AMC 8 Problem 21,"What is the area of the triangle formed by the lines y=5, y=1+x, and y=1-x? (A) 4 (B) 8 (C) 10 (D) 12 (E) 16",E,几何与测量,坐标,坐标;三角形;面积,把图形条件转成坐标差、斜率、距离或面积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,22,2019 AMC 8 Problem 22,"A store increased the original price of a shirt by a certain percent and then decreased the new price by the same percent. Given that the resulting price was 84% of the original price, by what percent was the price increased and decreased? (A) 16 (B) 20 (C) 28 (D) 36 (E) 40",E,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,23,2019 AMC 8 Problem 23,"After Euclid High School's last basketball game, it was determined that (1)/(4) of the team's points were scored by Alexa and (2)/(7) were scored by Brittany. Chelsea scored 15 points. None of the other 7 team members scored more than 2 points. What was the total number of points scored by the other 7 team members? (A) 10 (B) 11 (C) 12 (D) 13 (E) 14",B,数论,整除,整除;AMC 8,把条件写成整除关系并利用倍数结构筛选。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,24,2019 AMC 8 Problem 24,"In triangle ABC, point D divides side AC so that AD:DC=1:2. Let E be the midpoint of BD and let F be the point of intersection of line BC and line AE. Given that the area of triangle ABC is 360, what is the area of triangle EBF? [图形] (A) 24 (B) 30 (C) 32 (D) 36 (E) 40",B,几何与测量,三角形,三角形;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,25,2019 AMC 8 Problem 25,Alice has 24 apples. In how many ways can she share them with Becky and Chris so that each of the three people has at least two apples? (A) 105 (B) 114 (C) 190 (D) 210 (E) 380,C,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
