year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2020,AMC 8,,11,2020 AMC 8 Problem 11,"After school, Maya and Naomi headed to the beach, 6 miles away. Maya decided to bike while Naomi took a bus. The graph below shows their journeys, indicating the time and distance traveled. What was the difference, in miles per hour, between Naomi's and Maya's average speeds? [图形] (A) 6 (B) 12 (C) 18 (D) 20 (E) 24",E,概率与统计,图表与数据,图表与数据;平均数;图表;速度,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,12,2020 AMC 8 Problem 12,"For a positive integer n, the factorial notation n! represents the product of the integers from n to 1. (For example, 6! = 6 · 5 · 4 · 3 · 2 · 1.) What value of N satisfies the following equation? 5! · 9! = 12 · N! (A) 10 (B) 11 (C) 12 (D) 13 (E) 14",A,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,13,2020 AMC 8 Problem 13,"Jamal has a drawer containing 6 green socks, 18 purple socks, and 12 orange socks. After adding more purple socks, Jamal noticed that there is now a 60% chance that a sock randomly selected from the drawer is purple. How many purple socks did Jamal add? (A) 6 (B) 9 (C) 12 (D) 18 (E) 24",B,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,14,2020 AMC 8 Problem 14,"There are 20 cities in the County of Newton. Their populations are shown in the bar chart below. The average population of all the cities is indicated by the horizontal dashed line. Which of the following is closest to the total population of all 20 cities? [图形] (A) 65,000 (B) 75,000 (C) 85,000 (D) 95,000 (E) 105,000",D,概率与统计,图表与数据,图表与数据;平均数,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,15,2020 AMC 8 Problem 15,Suppose 15% of x equals 20% of y. What percentage of x is y? (A) 5 (B) 35 (C) 75 (D) 133 13 (E) 300,C,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,16,2020 AMC 8 Problem 16,"Each of the points A,B,C,D,E, and F in the figure below represents a different digit from 1 to 6. Each of the five lines shown passes through some of these points. The digits along each line are added to produce five sums, one for each line. The total of the five sums is 47. What is the digit represented by B? [图形] (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",E,组合数学,计数,计数;数字,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,17,2020 AMC 8 Problem 17,"How many factors of 2020 have more than 3 factors? (As an example, 12 has 6 factors, namely 1, 2, 3, 4, 6, and 12. ) (A) 6 (B) 7 (C) 8 (D) 9 (E) 10",B,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,18,2020 AMC 8 Problem 18,"Rectangle ABCD is inscribed in a semicircle with diameter FE, as shown in the figure. Let DA=16, and let FD=AE=9. What is the area of ABCD? [图形] (A) 240 (B) 248 (C) 256 (D) 264 (E) 272",A,几何与测量,圆,圆;矩形;面积,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,19,2020 AMC 8 Problem 19,"A number is called flippy if its digits alternate between two distinct digits. For example, 2020 and 37373 are flippy, but 3883 and 123123 are not. How many five-digit flippy numbers are divisible by 15? (A) 3 (B) 4 (C) 5 (D) 6 (E) 8",B,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,20,2020 AMC 8 Problem 20,A scientist recorded the integer heights of 5 trees in a row. Each tree was either twice or half as tall as the tree immediately to its right. Her damaged table shows Tree 2 is 11 meters and the average height is a number ending in .2 meters; the other entries are blank. What was the average height? [图形] (A) 22.2 (B) 24.2 (C) 33.2 (D) 35.2 (E) 37.2,B,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,21,2020 AMC 8 Problem 21,A game board consists of 64 squares that alternate in color between black and white. The figure below shows square P in the bottom row and square Q in the top row. A marker is placed at P. A step consists of moving the marker onto one of the adjoining white squares in the row above. How many 7 -step paths are there from P to Q? (The figure shows a sample path.) [图形] (A) 28 (B) 30 (C) 32 (D) 33 (E) 35,A,组合数学,计数,计数;正方形,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,22,2020 AMC 8 Problem 22,"A machine sends an even positive integer N to N/2 and an odd positive integer N to 3N+1. Starting from 7, six applications give 7 → 22 → 11 → 34 → 17 → 52 → 26. For every positive integer N whose sixth output is 1, what is the sum of all possible starting values N? [图形] (A) 73 (B) 74 (C) 75 (D) 82 (E) 83",E,代数,函数初步,函数初步;AMC 8,把输入输出规则写成函数并顺向或逆向追踪。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,23,2020 AMC 8 Problem 23,Five different awards are to be given to three students. Each student will receive at least one award. In how many different ways can the awards be distributed? (A) 120 (B) 150 (C) 180 (D) 210 (E) 240,B,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,24,2020 AMC 8 Problem 24,"A large square region is paved with n^2 gray square tiles, each measuring s inches on a side. A border d inches wide surrounds each tile. The figure below shows the case for n=3. When n=24, the 576 gray tiles cover 64% of the area of the large square region. What is the ratio (d)/(s) for this larger value of n? [图形] (A) 625 (B) 14 (C) 925 (D) 716 (E) 916",A,几何与测量,面积,面积;正方形;比例,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2020,AMC 8,,25,2020 AMC 8 Problem 25,"Rectangles R_1 and R_2, and squares S_1, S_2, and S_3, shown below, combine to form a rectangle that is 3322 units wide and 2020 units high. What is the side length of S_2 in units? [图形] (A) 651 (B) 655 (C) 656 (D) 662 (E) 666",A,几何与测量,面积,面积;正方形;矩形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
