year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2024,AMC 12,A,23,2024 AMC 12A Problem 23,What is tan^2(pi/16)tan^2(3pi/16) + tan^2(pi/16)tan^2(5pi/16) + tan^2(3pi/16)tan^2(7pi/16) + tan^2(5pi/16)tan^2(7pi/16)?,,代数,三角恒等式,三角函数;恒等式;特殊角,利用互余角正切倒数关系和四倍角结构化简对称和。,
2024,AMC 12,A,24,2024 AMC 12A Problem 24,A disphenoid is a tetrahedron whose triangular faces are congruent. What is the least total surface area of a disphenoid whose faces are scalene triangles with integer side lengths?,,几何,空间几何,四面体;海伦公式;整数边,枚举最小的整数不等边三角形面，并用海伦公式比较总表面积。,
2024,AMC 12,A,25,2024 AMC 12A Problem 25,"For how many quadruples of integers (a,b,c,d), with |a|,|b|,|c|,|d| <= 5 and c,d not both 0, is the graph y = (ax+b)/(cx+d) symmetric about the line y=x?",,代数,函数与图像,有理函数;反函数;对称;参数计数,关于 y=x 对称等价于函数与其反函数图像一致，转化为参数条件并计数。,
2024,AMC 12,B,1,2024 AMC 12B Problem 1,"In a long line of people, the 1013th person from the left is also the 1010th person from the right. How many people are in the line?",,代数,运算与化简,位置计数;线性关系,总人数等于左侧位置加右侧位置再减去重复计算的本人。,
2024,AMC 12,B,2,2024 AMC 12B Problem 2,What is 10! - 7! * 6!?,,代数,运算与化简,阶乘;因式分解;算术,提取 7! 或 6! 作为公因子后快速计算。,
2024,AMC 12,B,3,2024 AMC 12B Problem 3,For how many integer values of x is |2x| <= 7pi?,,代数,方程与不等式,绝对值不等式;整数解;估计,把不等式化为 |x| <= 7pi/2，再用 pi 的范围确定整数个数。,
2024,AMC 12,B,4,2024 AMC 12B Problem 4,"Balls numbered 1,2,3,... are deposited in five bins A-E in blocks of size 1,2,3,4,... cycling through the bins. In which bin is ball 2024 deposited?",,组合数学,周期与递推计数,周期;三角数;分组,定位 2024 落在哪个连续分组，再按分组编号模 5 判断箱子。,
2024,AMC 12,B,5,2024 AMC 12B Problem 5,"In 1 + 3 + 5 + ... + 97 + 99, Melanie changes some plus signs to minus signs. The new expression is negative. What is the least number of plus signs changed?",,数论,整数构造,奇数和;贪心;最值,原和为 2500，每改一个符号减少两倍该项，优先选择最大奇数。,
2024,AMC 12,B,6,2024 AMC 12B Problem 6,The national debt is on track to reach 5*10^13 dollars by 2033. How many digits does this number have in base 5? Use log_10 5 approximately 0.7.,,数论,进制,进制位数;对数;数量级,用 base-5 位数公式 floor(log_5 N)+1，并用换底公式估计。,
2024,AMC 12,B,7,2024 AMC 12B Problem 7,"In rectangle WXYZ with WX = 4 and WZ = 8, point M lies on XY, point A lies on YZ, angle WMA is right, and areas of triangles WXM and WAZ are equal. What is area of triangle WMA?",,几何,面积与相似,矩形;面积;直角;坐标设元,用坐标表示 M 和 A，结合直角条件与面积相等求目标面积。,题面包含矩形示意图。
2024,AMC 12,B,8,2024 AMC 12B Problem 8,What value of x satisfies (log_2 x * log_3 x)/(log_2 x + log_3 x) = 2?,,代数,方程与不等式,对数;换底;方程,换底后把表达式化成 log_6 x 的形式求解。,
2024,AMC 12,B,9,2024 AMC 12B Problem 9,A dartboard is |x|+|y| <= 8. Target T satisfies (x^2+y^2-25)^2 <= 49. A dart is thrown uniformly in the dartboard. The probability is m*pi/n. What is m+n?,,概率与统计,几何概率,几何概率;面积;圆环;菱形,识别目标为圆环区域，并与菱形靶盘比较面积。,
2024,AMC 12,B,10,2024 AMC 12B Problem 10,"A list of 9 real numbers consists of 1, 2.2, 3.2, 5.2, 6.2, 7, and x,y,z with x <= y <= z. The range is 7, and the mean and median are both positive integers. How many ordered triples are possible?",,概率与统计,平均数与数据集,平均数;中位数;极差;有序三元组,由极差限制端点，再枚举中位数和总和的整数条件。,
2024,AMC 12,B,11,2024 AMC 12B Problem 11,"Let x_n = sin^2(n degrees). What is the mean of x_1, x_2, ..., x_90?",,代数,三角恒等式,三角函数;配对;平均值,利用 sin^2 theta 与 sin^2(90-theta) 的配对和为 1。,
2024,AMC 12,B,12,2024 AMC 12B Problem 12,"Suppose z is a complex number with positive imaginary part, real part greater than 1, and |z|=2. Points 0,z,z^2,z^3 form a quadrilateral with area 15. What is the imaginary part of z?",,代数,复数,复数平面;面积;极坐标,用 z = 2(cos theta + i sin theta) 表示各点，并把面积写成 theta 的函数。,
2024,AMC 12,B,13,2024 AMC 12B Problem 13,"There are real numbers x,y,h,k satisfying x^2+y^2-6x-8y=h and x^2+y^2-10x+4y=k. What is the minimum possible value of h+k?",,代数,函数与图像,配方;二次函数;最值,"把 h+k 写成关于 x,y 的二次式，通过配方求最小值。",
2024,AMC 12,B,14,2024 AMC 12B Problem 14,How many different remainders can result when the 100th power of an integer is divided by 125?,,数论,整除与同余,模运算;幂剩余;125,按整数是否被 5 整除分类，再分析模 125 的 100 次幂剩余。,
2024,AMC 12,B,15,2024 AMC 12B Problem 15,"A triangle has vertices A(log_2 1, log_2 2), B(log_2 3, log_2 4), and C(log_2 7, log_2 8). What is its area?",,几何,坐标几何,坐标面积;对数;行列式,把坐标写成简单形式，用行列式或鞋带公式求面积。,
2024,AMC 12,B,16,2024 AMC 12B Problem 16,A group of 16 people is partitioned into 4 indistinguishable 4-person committees. Each committee has one chairperson and one secretary. The number of assignments is 3^r M with M not divisible by 3. What is r?,,组合数学,排列组合,分组;职务安排;质因数指数,写出分组和职务安排公式，再求其中因子 3 的指数。,
2024,AMC 12,B,17,2024 AMC 12B Problem 17,Integers a and b are randomly chosen without replacement from integers with absolute value at most 10. What is the probability that x^3 + ax^2 + bx + 6 has 3 distinct integer roots?,,概率与统计,代数概率,多项式根;整数根;概率计数,"枚举乘积为 -6 的三 distinct 整数根，并映射到系数 (a,b) 后计数。",
2024,AMC 12,B,18,2024 AMC 12B Problem 18,"The Fibonacci numbers are F1=1, F2=1, and Fn=F_{n-1}+F_{n-2}. What is F2/F1 + F4/F2 + F6/F3 + ... + F20/F10?",,代数,数列与递推,斐波那契数列;恒等式;求和,利用斐波那契恒等式化简各项，寻找望远镜或规律。,
2024,AMC 12,B,19,2024 AMC 12B Problem 19,"Equilateral triangle ABC with side length 14 is rotated about its center by angle theta, 0<theta<60 degrees, to form triangle DEF. Area of hexagon ADBECF is 91sqrt(3). What is tan theta?",,几何,几何变换,旋转;正三角形;面积;三角函数,把旋转后的重叠/外接六边形面积表示为 theta 的函数。,题面包含两个正三角形旋转形成的六边形图。
2024,AMC 12,B,20,2024 AMC 12B Problem 20,"Suppose A,B,C are points with AB=40 and AC=42. Let x be the length from A to the midpoint of BC, and f(x) be the area of triangle ABC. The domain is (p,q), and maximum r occurs at x=s. What is p+q+r+s?",,几何,三角形,中线;面积;最值;三角形不等式,用中线长度与第三边关系确定 x 的范围，并求面积最大时的构型。,
2024,AMC 12,B,21,2024 AMC 12B Problem 21,The smallest angles of three different primitive Pythagorean right triangles sum to 90 degrees. Two are 3-4-5 and 5-12-13. What is the perimeter of the third triangle?,,数论,勾股数组,勾股数组;三角函数;角和,用小角的正切值和角和公式确定第三个勾股三角形。,
2024,AMC 12,B,22,2024 AMC 12B Problem 22,Let triangle ABC have integer side lengths and angle B = 2 angle A. What is the least possible perimeter?,,几何,三角形,倍角;整数边;正弦定理,由 B=2A 和正弦定理推出边长关系，再搜索最小整数周长。,
2024,AMC 12,B,23,2024 AMC 12B Problem 23,A right pyramid has regular octagon ABCDEFGH with side length 1 as its base and apex V. Segments AV and DV are perpendicular. What is the square of the height?,,几何,空间几何,正八边形;棱锥;空间垂直;高度,把底面中心到顶点距离与侧棱向量垂直条件结合，解出高度平方。,
2024,AMC 12,B,24,2024 AMC 12B Problem 24,"How many ordered triples (a,b,c) of positive integers with a<=b<=c<=9 can be altitudes of a nondegenerate triangle with integer inradius?",,几何,三角形,三角形;高;内切圆;整数枚举,用面积与高、内切圆半径的关系把高度条件转化为可枚举的边长/半周长条件。,主要解法是三角形几何关系，带有有限枚举。
2024,AMC 12,B,25,2024 AMC 12B Problem 25,"Pablo decorates each of 6 identical white balls with striped/dotted pattern and red/blue color, using fair coins for the 12 decisions. A ball is selected randomly. What is the numerator m of the probability that the events selected ball is red and selected ball is striped are independent?",,概率与统计,独立性,独立事件;随机配置;计数;二元表,把结果看作 2x2 列联表，独立性等价于行列乘积条件，再计数所有配置。,
